Company,Address_Line_1,City,State,ZipCode,Zip4,County_Code,Area_Code,IDCode,Location_Employee_Size_Code,Location_Sales_Volume_Code,Primary_SIC_Code,SIC6_Descriptions,Primary_NAICS_Code,NAICS8_Descriptions,SIC_Code,SIC6_Descriptions_SIC,SIC_Code_1,SIC6_Descriptions_SIC1,SIC_Code_2,SIC6_Descriptions_SIC2,SIC_Code_3,SIC6_Descriptions_SIC3,SIC_Code_4,SIC6_Descriptions_SIC4,Yellow_Page_Code,Employee_Size_Location,Sales_Volume_Location,Business_Status_Code,Industry_Specific_First_Byte,Year_Established,Office_Size_Code,Company_Holding_Status,ABI,Subsidiary_Number,Parent_Number,Parent_Actual_Employee_Size,Parent_Actual_Sales_Volume,Parent_Employee_Size_Code,Parent_Sales_Volume_Code,Site_Number,Address_Type_Indicator,Population_Code,Census_Tract,Census_Block,Latitude,Longitude,Match_Code,CBSA_Code,CBSA_Level,CSA_Code,FIPS_Code,archive_version_year
TRUSTEES OF THE UNIV OF PA,STEMMLER HALL 36TH HMLTN EDI,PHILADELPHIA,PA,19104,,101,215,2,D,,822101,SCHOOLS-UNIVERSITIES & COLLEGES ACADEMIC,61131009,"COLLEGES, UNIVERSITIES & PROFESSIONAL SCHOOLS",873206,RESEARCH SERVICE,,,,,,,,,,21,,2,,,,,408705199,,681184495,10,,C,,,,9,009100,3,039.957028,-075.199567,X,37980,2,428,42101,2014
ARLENE CANEY ENTERTAINMENT,433 S 45TH ST,PHILADELPHIA,PA,19104,3910,101,215,2,B,B,792207,THEATRES-LIVE,71111007,THEATER COMPANIES & DINNER THEATERS,,,,,,,,,,,,6,643,9,,,,,408705328,,,,,,,,,9,008700,4,039.950430,-075.212390,P,37980,2,428,42101,2014
STRUCTURED CABLE SOLUTIONS,4100 CHESTER AVE,PHILADELPHIA,PA,19104,4879,101,215,2,C,C,173101,ELECTRIC CONTRACTORS,23821007,ELECTRICAL CONTR & OTHER WIRING INSTALLATION CONTR,173110,CABLE/WIRE-INSTALLATION-VOICE/DATA SYST,,,,,,,,,27502,10,1683,9,,,,,409282649,,,,,,,,,9,007700,1,039.948411,-075.205666,0,37980,2,428,42101,2014
JIMMY JOHN'S,3400 CIVIC CENTER BLVD,PHILADELPHIA,PA,19104,5127,101,215,2,D,B,581208,RESTAURANTS,72251117,FULL-SERVICE RESTAURANTS,581206,FOODS-CARRY OUT,596104,E-COMMERCE,,,,,,,72002,20,935,2,¼,,,,409282952,,892819640,85,,E,,,,9,007600,1,039.947940,-075.193060,P,37980,2,428,42101,2014
CHARLES SIMMONS & ASSOC,4216 PARKSIDE AVE,PHILADELPHIA,PA,19104,1052,101,267,2,A,,999977,NONCLASSIFIED ESTABLISHMENTS,99999004,UNCLASSIFIED ESTABLISHMENTS,,,,,,,,,,,,1,,9,,,,,409319884,,,,,,,,,9,011000,2,039.976260,-075.210240,P,37980,2,428,42101,2014
TRUSTEES OF THE UNIV OF PA,3219 WALNUT ST,PHILADELPHIA,PA,19104,6201,101,215,2,D,,822101,SCHOOLS-UNIVERSITIES & COLLEGES ACADEMIC,61131009,"COLLEGES, UNIVERSITIES & PROFESSIONAL SCHOOLS",912104,"GOVERNMENT OFFICES-CITY, VILLAGE & TWP",,,,,,,,,,21,,2,,,,,409691654,,681184495,10,,C,,,,9,008900,2,039.952451,-075.188294,0,37980,2,428,42101,2014
,4400 FAIRMOUNT AVE,PHILADELPHIA,PA,19104,1366,101,215,1,,,999977,NONCLASSIFIED ESTABLISHMENTS,99999004,UNCLASSIFIED ESTABLISHMENTS,,,,,,,,,,,,,,9,,,,,412009204,,,,,,,,,9,010500,3,039.964411,-075.210800,0,37980,2,428,42101,2014
UNIVERSITY OF PENNSYLVANIA,3720 WALNUT ST # B51,PHILADELPHIA,PA,19104,6241,101,215,2,C,,822101,SCHOOLS-UNIVERSITIES & COLLEGES ACADEMIC,61131009,"COLLEGES, UNIVERSITIES & PROFESSIONAL SCHOOLS",,,,,,,,,,,,15,,2,,,,,412013637,120738786,681184495,10,,C,,,,9,008800,2,039.953260,-075.197690,P,37980,2,428,42101,2014
UNIVERSITY OF PENNSYLVANIA,415 S UNIVERSITY AVE,PHILADELPHIA,PA,19104,6018,101,215,2,C,,822101,SCHOOLS-UNIVERSITIES & COLLEGES ACADEMIC,61131009,"COLLEGES, UNIVERSITIES & PROFESSIONAL SCHOOLS",,,,,,,,,,,,15,,2,,,,,412015347,120738786,681184495,10,,C,,,,9,007600,1,039.949783,-075.199461,0,37980,2,428,42101,2014
,415 N 34TH ST,PHILADELPHIA,PA,19104,2448,101,215,1,,,999977,NONCLASSIFIED ESTABLISHMENTS,99999004,UNCLASSIFIED ESTABLISHMENTS,,,,,,,,,,,,,,9,,,,,412016166,,,,,,,408632078,,9,009000,1,039.962216,-075.191150,0,37980,2,428,42101,2014
UNIVERSITY OF PENN STUDENT E,3451 WALNUT ST,PHILADELPHIA,PA,19104,6205,101,215,2,C,,822101,SCHOOLS-UNIVERSITIES & COLLEGES ACADEMIC,61131009,"COLLEGES, UNIVERSITIES & PROFESSIONAL SCHOOLS",,,,,,,,,,,,15,,9,,,,,412019701,,,,,,,,,9,008900,3,039.953138,-075.194095,0,37980,2,428,42101,2014
TAYLOR LEARNING TREE DAY CARE,631 HOLLY MALL,PHILADELPHIA,PA,19104,5211,101,215,2,C,A,835101,CHILD CARE SERVICE,62441003,CHILD DAY CARE SERVICES,,,,,,,,,,,,12,498,9,,,,,412020027,,,,,,,,,9,010700,5,039.965901,-075.206384,0,37980,2,428,42101,2014
ROSETTA GENOMICS INC,3711 MARKET ST # 740,PHILADELPHIA,PA,19104,5535,101,215,2,B,C,807101,LABORATORIES-MEDICAL,62151106,MEDICAL LABORATORIES,,,,,,,,,,,,7,1287,9,,,,,412020543,,,,,,,,,9,009100,3,039.956556,-075.196299,0,37980,2,428,42101,2014
UNIVERSITY-PENNSYLVANNIA/OFF,4046 WALNUT ST,PHILADELPHIA,PA,19104,3514,101,215,2,C,,822101,SCHOOLS-UNIVERSITIES & COLLEGES ACADEMIC,61131009,"COLLEGES, UNIVERSITIES & PROFESSIONAL SCHOOLS",,,,,,,,,,,,15,,9,,,,,412021765,,,,,,,,,9,008800,5,039.954197,-075.204066,0,37980,2,428,42101,2014
DTZ,3210 CHESTNUT ST,PHILADELPHIA,PA,19104,5407,101,215,2,B,A,734902,JANITOR SERVICE,56172001,JANITORIAL SERVICES,,,,,,,,,,,,5,306,2,,,,,412024017,,151078094,130,,F,,,,9,008900,2,039.953788,-075.188009,0,37980,2,428,42101,2014
UNIVERSITY OF PENN,3820 LOCUST WALK,PHILADELPHIA,PA,19104,6134,101,215,2,C,,822101,SCHOOLS-UNIVERSITIES & COLLEGES ACADEMIC,61131009,"COLLEGES, UNIVERSITIES & PROFESSIONAL SCHOOLS",,,,,,,,,,,,15,,9,,,,,412027936,,,,,,,,,9,008800,2,039.952479,-075.199655,0,37980,2,428,42101,2014
UNIVERSITY-PA OAD RESIDENCE,3333 WALNUT ST,PHILADELPHIA,PA,19104,6193,101,215,2,C,,822101,SCHOOLS-UNIVERSITIES & COLLEGES ACADEMIC,61131009,"COLLEGES, UNIVERSITIES & PROFESSIONAL SCHOOLS",,,,,,,,,,,,15,,9,,,,,412029439,,,,,,,,,9,008900,2,039.952738,-075.190702,0,37980,2,428,42101,2014
ELB CAPITAL MANAGEMENT LLC,2929 ARCH ST # 675,PHILADELPHIA,PA,19104,3622,101,215,2,A,,999977,NONCLASSIFIED ESTABLISHMENTS,99999004,UNCLASSIFIED ESTABLISHMENTS,,,,,,,,,,,,3,,9,,,,,412029626,,,,,,,,,9,012400,1,039.957048,-075.181466,0,37980,2,428,42101,2014
UNIVERSITY OF PENNSYLVANIA,3940 LOCUST WALK,PHILADELPHIA,PA,19104,,101,215,2,C,,822101,SCHOOLS-UNIVERSITIES & COLLEGES ACADEMIC,61131009,"COLLEGES, UNIVERSITIES & PROFESSIONAL SCHOOLS",,,,,,,,,,,,15,,2,,,,,412032165,120738786,681184495,10,,C,,408593065,,9,009100,3,039.957028,-075.199567,X,37980,2,428,42101,2014
UNIVERSITY-PA,3900 WALNUT ST,PHILADELPHIA,PA,19104,6138,101,215,2,C,,822101,SCHOOLS-UNIVERSITIES & COLLEGES ACADEMIC,61131009,"COLLEGES, UNIVERSITIES & PROFESSIONAL SCHOOLS",,,,,,,,,,,,15,,9,,,,,412032783,,,,,,,,,9,008800,5,039.953712,-075.200256,0,37980,2,428,42101,2014
,210 S 33RD ST,PHILADELPHIA,PA,19104,6321,101,215,1,,,999977,NONCLASSIFIED ESTABLISHMENTS,99999004,UNCLASSIFIED ESTABLISHMENTS,,,,,,,,,,,,,,9,,,,,412036040,,,,,,,,,9,008900,2,039.952283,-075.190231,0,37980,2,428,42101,2014
UNIVERSITY OF PA MEDICAL CTR,3900 MARKET ST,PHILADELPHIA,PA,19104,3149,101,215,2,B,B,809907,HEALTH SERVICES,62199921,ALL OTHER MISC AMBULATORY HEALTH CARE SERVICES,,,,,,,,,,,,7,970,2,,,,,412037259,496946310,681184495,10,,C,,,,9,008800,6,039.956560,-075.200890,P,37980,2,428,42101,2014
BASF CORP,660 N 33RD ST,PHILADELPHIA,PA,19104,2040,101,215,2,B,E,289905,CHEMICALS-MANUFACTURERS,32599805,ALL OTHER MISC CHEMICAL PRODUCT & PREPARATION MFG,,,,,,,,,,,,8,6600,9,,,,,412037561,,,,,,,,,9,010900,1,039.965710,-075.190650,P,37980,2,428,42101,2014
UNIVERSITY OF PENN UP,3701 LOCUST WALK # 1,PHILADELPHIA,PA,19104,6214,101,215,2,C,,822101,SCHOOLS-UNIVERSITIES & COLLEGES ACADEMIC,61131009,"COLLEGES, UNIVERSITIES & PROFESSIONAL SCHOOLS",,,,,,,,,,,,15,,9,,,,,412037647,,,,,,,,,9,008800,2,039.952470,-075.197090,P,37980,2,428,42101,2014
NATIONAL RAILROAD PASSENGER,2955 MARKET ST # 21,PHILADELPHIA,PA,19104,2817,101,215,2,C,D,401101,RAILROADS,48211102,LINE-HAUL RAILROADS,,,,,,,,,,,,14,3529,9,,,,,412037853,,,,,,,,,9,012400,1,039.955740,-075.181990,P,37980,2,428,42101,2014
UNIVERSITY OF PENNSYLVANIA,3702 SPRUCE ST,PHILADELPHIA,PA,19104,6026,101,215,2,C,,822101,SCHOOLS-UNIVERSITIES & COLLEGES ACADEMIC,61131009,"COLLEGES, UNIVERSITIES & PROFESSIONAL SCHOOLS",,,,,,,,,,,,15,,2,,,,,412038356,120738786,681184495,10,,C,,,,9,007600,1,039.950917,-075.197287,0,37980,2,428,42101,2014
DREXEL UNIVERSITY/LANGUAGE,229 N 33RD ST # 2,PHILADELPHIA,PA,19104,2709,101,215,2,E,,822101,SCHOOLS-UNIVERSITIES & COLLEGES ACADEMIC,61131009,"COLLEGES, UNIVERSITIES & PROFESSIONAL SCHOOLS",,,,,,,,,,,,60,,9,,,,,412038637,,,,,,,,,9,009000,2,039.960450,-075.189333,0,37980,2,428,42101,2014
CLUB WIZZARDS,3801 CHESTNUT ST # 3,PHILADELPHIA,PA,19104,3170,101,215,2,C,,864108,CLUBS,81341004,CIVIL & SOCIAL ORGANIZATIONS,792227,ENTERTAINERS-ADULT,,,,,,,,,18900,15,,9,,,,,412041249,,,,,,,412041249,,9,008800,1,039.955590,-075.198590,P,37980,2,428,42101,2014
,423 SERVICE DR,PHILADELPHIA,PA,19104,4209,101,215,1,,,999977,NONCLASSIFIED ESTABLISHMENTS,99999004,UNCLASSIFIED ESTABLISHMENTS,,,,,,,,,,,,,,9,,,,,412044553,,,,,,,,,9,007600,1,039.949491,-075.201029,0,37980,2,428,42101,2014
UNIVERSITY OF PENNSYLVANIA,3231 WALNUT ST,PHILADELPHIA,PA,19104,6202,101,215,2,C,,822101,SCHOOLS-UNIVERSITIES & COLLEGES ACADEMIC,61131009,"COLLEGES, UNIVERSITIES & PROFESSIONAL SCHOOLS",,,,,,,,,,,,15,,2,,,,,412044842,120738786,681184495,10,,C,,,,9,008900,2,039.952480,-075.188530,0,37980,2,428,42101,2014
UNIVERSITY OF PENN,3700 WALNUT ST # 1,PHILADELPHIA,PA,19104,6216,101,215,2,C,,822101,SCHOOLS-UNIVERSITIES & COLLEGES ACADEMIC,61131009,"COLLEGES, UNIVERSITIES & PROFESSIONAL SCHOOLS",,,,,,,,,,,,15,,9,,,,,412046164,,,,,,,414051908,,9,008800,2,039.953160,-075.196950,P,37980,2,428,42101,2014
UNIVERSITY OF PENNSYLVANIA,3901 LOCUST WALK,PHILADELPHIA,PA,19104,6135,101,215,2,C,,822101,SCHOOLS-UNIVERSITIES & COLLEGES ACADEMIC,61131009,"COLLEGES, UNIVERSITIES & PROFESSIONAL SCHOOLS",,,,,,,,,,,,15,,2,,,,,412048287,120738786,681184495,10,,C,,,,9,008800,5,039.952788,-075.200455,0,37980,2,428,42101,2014
FLEXBOX MOBILE STORAGE,1228 BELMONT AVE,PHILADELPHIA,PA,19104,1001,101,215,2,A,A,422503,STORAGE-HOUSEHOLD & COMMERCIAL,53113001,LESSORS OF MINIWAREHOUSES & SELF-STORAGE UNITS,,,,,,,,,,,,2,71,9,,,,,412716859,,,,,,,,,9,011100,1,039.974170,-075.212598,0,37980,2,428,42101,2014
NOTARY PUBLIC,4302 MARKET ST,PHILADELPHIA,PA,19104,2908,101,215,2,A,A,738979,NOTARIES-PUBLIC,54112001,OFFICES OF NOTARIES,,,,,,,,,,,,2,274,9,,1996,,,413987243,,,,,,,,,9,008700,6,039.957690,-075.208370,P,37980,2,428,42101,2014
WORLD CAFE LIVE,3100 CHESTNUT ST # 4,PHILADELPHIA,PA,19104,5600,101,215,2,C,A,581208,RESTAURANTS,72251117,FULL-SERVICE RESTAURANTS,,,,,,,,,,,,10,467,9,,,,,413997897,,,,,,,,,9,008900,1,039.953464,-075.185590,0,37980,2,428,42101,2014
CENTER FOR TECHNOLOGY TRANSFER,3160 CHESTNUT ST # 200,PHILADELPHIA,PA,19104,6283,101,215,2,D,D,811108,PATENT AGENTS,54111018,OFFICES OF LAWYERS,,,,,,,,,,,,25,2850,9,,,,,414009178,,,,,,,,,9,008900,1,039.953584,-075.186534,0,37980,2,428,42101,2014
UNIVERSITY OF PENN SLEEP CTR,3624 MARKET ST # 201,PHILADELPHIA,PA,19104,2614,101,215,1,A,B,801101,PHYSICIANS & SURGEONS,62111107,OFFICES OF PHYSICIANS (EXC MENTAL HEALTH SPECS),,,,,,,,,,,,3,526,9,M,,,,414020837,,,,,,,403772797,,9,008900,3,039.955930,-075.195380,P,37980,2,428,42101,2014
,3400 CIVIC CENTER BLVD # 1330,PHILADELPHIA,PA,19104,5127,101,215,1,A,B,801101,PHYSICIANS & SURGEONS,62111107,OFFICES OF PHYSICIANS (EXC MENTAL HEALTH SPECS),,,,,,,,,,,,3,526,9,D,,,,414023220,,,,,,,651229288,,9,007600,1,039.947940,-075.193060,P,37980,2,428,42101,2014
UNIVERSITY-PA-ACADEMIC DEPT,3550 MARKET ST # 300,PHILADELPHIA,PA,19104,3365,101,215,2,B,,873104,LABORATORIES,54171126,RESEARCH & DEVELOPMENT IN BIOTECHNOLOGY,,,,,,,,,,,,5,,9,,,,,414025968,,,,,,,,,9,008900,3,039.956049,-075.193798,0,37980,2,428,42101,2014
CLUB ATLANTIS,3801 CHESTNUT ST # 1,PHILADELPHIA,PA,19104,3170,101,215,2,B,,864108,CLUBS,81341004,CIVIL & SOCIAL ORGANIZATIONS,,,,,,,,,,,,6,,9,,,,,414026125,,,,,,,412041249,,9,008800,1,039.955590,-075.198590,P,37980,2,428,42101,2014
B K S IYENGAR YOGA SCHOOL,3505 BARING ST,PHILADELPHIA,PA,19104,2416,101,215,2,A,,824925,SCHOOLS YOGA,61151926,OTHER TECHNICAL & TRADE SCHOOLS,821103,SCHOOLS,,,,,,,,,,4,,9,,,,,414026754,,,,,,,,,9,009000,5,039.961450,-075.193110,P,37980,2,428,42101,2014
UNIVERSITY OF PENNSYLVANIA,3620 LOCUST WALK # 2300,PHILADELPHIA,PA,19104,6385,101,215,2,C,,822101,SCHOOLS-UNIVERSITIES & COLLEGES ACADEMIC,61131009,"COLLEGES, UNIVERSITIES & PROFESSIONAL SCHOOLS",,,,,,,,,,,,15,,2,,,,,414030790,120738786,681184495,10,,C,,,,9,008900,2,039.951996,-075.195787,0,37980,2,428,42101,2014
UNIVERSITY-PA RESIDENCE HALLS,3901 LOCUST WALK,PHILADELPHIA,PA,19104,6135,101,215,2,C,,822101,SCHOOLS-UNIVERSITIES & COLLEGES ACADEMIC,61131009,"COLLEGES, UNIVERSITIES & PROFESSIONAL SCHOOLS",,,,,,,,,,,,15,,9,,,,,414031561,,,,,,,,,9,008800,5,039.952788,-075.200455,0,37980,2,428,42101,2014
UNIVERSITY-PA-WHARTON SCH INFO,3650 CHESTNUT ST,PHILADELPHIA,PA,19104,6107,101,215,2,B,C,738959,INFORMATION & REFERRAL SVCS,51919018,ALL OTHER INFORMATION SERVICES,,,,,,,,,,,,8,1097,9,,,,,414032933,,,,,,,,,9,008900,3,039.954773,-075.196027,0,37980,2,428,42101,2014
,3535 MARKET ST # 4051,PHILADELPHIA,PA,19104,3313,101,215,1,,,999977,NONCLASSIFIED ESTABLISHMENTS,99999004,UNCLASSIFIED ESTABLISHMENTS,,,,,,,,,,,,,,9,,,,,414032980,,,,,,,,,9,009000,4,039.956231,-075.193652,0,37980,2,428,42101,2014
KELLY WRITER'S HOUSE,3805 LOCUST WALK,PHILADELPHIA,PA,19104,6150,101,215,2,C,,822101,SCHOOLS-UNIVERSITIES & COLLEGES ACADEMIC,61131009,"COLLEGES, UNIVERSITIES & PROFESSIONAL SCHOOLS",,,,,,,,,,,,15,,9,,,,,414041726,,,,,,,,,9,008800,2,039.952670,-075.199585,0,37980,2,428,42101,2014
PENN GRADUATE SCHOOL-EDUCATION,3700 WALNUT ST # 1,PHILADELPHIA,PA,19104,6216,101,215,2,D,,822101,SCHOOLS-UNIVERSITIES & COLLEGES ACADEMIC,61131009,"COLLEGES, UNIVERSITIES & PROFESSIONAL SCHOOLS",821103,SCHOOLS,,,,,,,,,,21,,9,,,,,414051908,,,,,,,414051908,,9,008800,2,039.953160,-075.196950,P,37980,2,428,42101,2014
7 P GROCERY,641 N 39TH ST,PHILADELPHIA,PA,19104,1856,101,215,2,A,B,541105,GROCERS-RETAIL,44511003,SUPERMARKETS/OTHER GROCERY (EXC CONVENIENCE) STRS,,,,,,,,,,,,3,763,9,,,,,414425552,,,,,,,,,9,010800,5,039.964460,-075.199630,P,37980,2,428,42101,2014
DREXEL UNIVERSITY,3204 SUMMER ST,PHILADELPHIA,PA,19104,2717,101,215,2,A,B,653118,REAL ESTATE,53121003,OFFICES OF REAL ESTATE AGENTS & BROKERS,,,,,,,,,,,70606,4,834,9,,,,,414425853,,,,,,,,,9,009000,2,039.959240,-075.187870,P,37980,2,428,42101,2014
CAMPUS APARTMENTS INC,4418 SPRUCE ST,PHILADELPHIA,PA,19104,4765,101,215,2,A,B,651303,APARTMENTS,53111002,LESSORS OF RESIDENTIAL BUILDINGS & DWELLINGS,,,,,,,,,,,02906,4,968,9,,,,,414472545,,,,,,,,,9,008700,5,039.952490,-075.211790,P,37980,2,428,42101,2014
WELLS FARGO BANK,3431 CHESTNUT ST,PHILADELPHIA,PA,19104,3341,101,215,2,C,,602101,BANKS,52211002,COMMERCIAL BANKING,,,,,,,,,,,06402,11,,2,5,,,,414505556,422507277,001615111,1000,,I,,,,9,008900,3,039.954492,-075.192180,0,37980,2,428,42101,2014
COLLEGE SHOW DOWN LATIN NATION,3500 LANCASTER AVE,PHILADELPHIA,PA,19104,4916,101,267,2,C,,822101,SCHOOLS-UNIVERSITIES & COLLEGES ACADEMIC,61131009,"COLLEGES, UNIVERSITIES & PROFESSIONAL SCHOOLS",,,,,,,,,,,,15,,9,,,,,415110999,,,,,,,,,9,009000,4,039.957610,-075.192660,P,37980,2,428,42101,2014
J & J SOCIAL CLUB,739 N 42ND ST,PHILADELPHIA,PA,19104,1456,101,215,2,B,,864108,CLUBS,81341004,CIVIL & SOCIAL ORGANIZATIONS,,,,,,,,,,,18900,6,,9,,,,,415112548,,,,,,,,,9,010700,5,039.966890,-075.207410,P,37980,2,428,42101,2014
CAMPUS APARTMENTS,4010 SPRUCE ST,PHILADELPHIA,PA,19104,4117,101,215,2,A,B,651303,APARTMENTS,53111002,LESSORS OF RESIDENTIAL BUILDINGS & DWELLINGS,,,,,,,,,,,02906,4,968,9,,,,,415121072,,,,,,,,,9,008800,4,039.951550,-075.203610,P,37980,2,428,42101,2014
CAMPUS APARTMENTS INC,315 S 45TH ST,PHILADELPHIA,PA,19104,4757,101,215,2,A,B,651303,APARTMENTS,53111002,LESSORS OF RESIDENTIAL BUILDINGS & DWELLINGS,,,,,,,,,,,02906,4,968,9,,,,,415121255,,,,,,,,,9,008700,5,039.952080,-075.212050,P,37980,2,428,42101,2014
CLOISTERS INC,3801 SPRING GARDEN ST,PHILADELPHIA,PA,19104,2381,101,215,2,A,B,651303,APARTMENTS,53111002,LESSORS OF RESIDENTIAL BUILDINGS & DWELLINGS,,,,,,,,,,,02906,4,968,9,,,,,415122284,,,,,,,,,9,010800,4,039.962470,-075.198270,P,37980,2,428,42101,2014
CAMPUS APARTMENTS,4100 CHESTNUT ST,PHILADELPHIA,PA,19104,3013,101,215,2,A,B,651303,APARTMENTS,53111002,LESSORS OF RESIDENTIAL BUILDINGS & DWELLINGS,,,,,,,,,,,02906,4,968,9,,,,,415134315,,,,,,,,,9,008700,1,039.955610,-075.205510,P,37980,2,428,42101,2014
PEOPLES EMERGENCY CTR,617 N 40TH ST,PHILADELPHIA,PA,19104,,101,215,2,,,999977,NONCLASSIFIED ESTABLISHMENTS,99999004,UNCLASSIFIED ESTABLISHMENTS,,,,,,,,,,,,,,9,,,,,415134473,,,,,,,,,9,009100,3,039.957028,-075.199567,X,37980,2,428,42101,2014
BEN & JERRY'S,3400 CIVIC CENTER BLVD,PHILADELPHIA,PA,19104,5127,101,215,2,C,A,581203,ICE CREAM PARLORS,72251512,SNACK & NONALCOHOLIC BEVERAGE BARS,202498,ICE CREAM & FROZEN DESSERTS (MFRS),,,,,,,,,42408,10,467,2,E,,,,415134474,109123208,007522097,100,,F,,,,9,007600,1,039.947940,-075.193060,P,37980,2,428,42101,2014
MAY FUNERAL HOME,4075 HAVERFORD AVE,PHILADELPHIA,PA,19104,1717,101,215,2,A,B,726103,FUNERAL DIRECTORS,81221002,FUNERAL HOMES & FUNERAL SERVICES,,,,,,,,,,,35007,4,521,9,,,,,415146791,,,,,,,,,9,010600,3,039.962820,-075.205320,P,37980,2,428,42101,2014
CHICK-FIL-A,203 N 34TH ST,PHILADELPHIA,PA,19104,2424,101,215,2,D,C,581208,RESTAURANTS,72251117,FULL-SERVICE RESTAURANTS,581206,FOODS-CARRY OUT,,,,,,,,,,40,1871,2,S,,,,415205435,,004727046,600,,H,,,,9,009000,6,039.958960,-075.190460,P,37980,2,428,42101,2014
CAMERIQUE INC INTL,4203 LOCUST ST,PHILADELPHIA,PA,19104,5228,101,610,2,A,A,738406,PHOTOGRAPHS-STOCK,81292113,PHOTOFINISHING LABORATORIES (EXCEPT ONE-HOUR),,,,,,,,,,,61106,2,233,9,,,,,415238426,,,,,,,,,9,008700,2,039.953572,-075.206764,0,37980,2,428,42101,2014
COINSTAR,4001 WALNUT ST,PHILADELPHIA,PA,19104,3513,101,215,2,,,738905,COIN & BILL COUNTING/SORTING SVC KIOSKS,54199025,"ALL OTHER PROFESSIONAL, SCIENTIFIC/TECHNICAL SVCS",,,,,,,,,,,,,,2,,,,,415274048,,886031772,,,,,415274048,,9,008800,5,039.954470,-075.203160,P,37980,2,428,42101,2014
REDBOX,3401 LANCASTER AVE,PHILADELPHIA,PA,19104,4914,101,215,2,,,784108,VIDEO RENTAL KIOSKS,53223009,VIDEO TAPE & DISC RENTAL,,,,,,,,,,,,,,2,R,,,,415286265,648516854,886031772,,,,,,,9,009000,4,039.957620,-075.191380,P,37980,2,428,42101,2014
MANTUA LEADING LOCKSMITH,3000 MARKET ST # 290,PHILADELPHIA,PA,19104,5300,101,215,2,B,B,769962,LOCKS & LOCKSMITHS,56162204,LOCKSMITHS,,,,,,,,,,,,7,994,9,,,,,415319665,,,,,,,,,9,008900,1,039.954767,-075.183436,0,37980,2,428,42101,2014
FRANKLIN SQUARE CAPITAL PRTNRS,2929 ARCH ST # 675,PHILADELPHIA,PA,19104,3622,101,215,2,E,,621111,INVESTMENTS,52391001,MISCELLANEOUS INTERMEDIATION,628999,SERVICES ALLIED WITH EXCH OF SEC NEC,,,,,,,,,,99,,1,,,,,415358037,,415358037,99,,E,,415358037,,9,012400,1,039.957048,-075.181466,0,37980,2,428,42101,2014
E Z MOBILE SOLUTION,4054 LANCASTER AVE,PHILADELPHIA,PA,19104,1746,101,215,2,A,C,481207,CELLULAR TELEPHONES (SERVICES),51721014,WIRELESS TELECOMMS CARRIERS (EXCEPT SATELLITE),,,,,,,,,,,,3,2064,9,,,,,415388357,,,,,,,,,9,010600,2,039.964080,-075.204340,P,37980,2,428,42101,2014
PHILLYS SUNNYSIDE DINNER,4056 LANCASTER AVE,PHILADELPHIA,PA,19104,1746,101,215,2,C,A,581208,RESTAURANTS,72251117,FULL-SERVICE RESTAURANTS,,,,,,,,,,,72002,10,467,9,,,,,415389467,,,,,,,,,9,010600,2,039.964100,-075.204380,P,37980,2,428,42101,2014
7-ELEVEN,3440 MARKET ST,PHILADELPHIA,PA,19104,3384,101,215,2,B,C,541103,CONVENIENCE STORES,44512001,CONVENIENCE STORES,541105,GROCERS-RETAIL,,,,,,,,,21303,7,1782,2,W,,,,415392685,,005863311,800,,H,,,,9,008900,3,039.955590,-075.192490,P,37980,2,428,42101,2014
SCA AMERICAS,3615 MARKET ST # 1,PHILADELPHIA,PA,19104,3253,101,215,2,B,B,738988,PACKAGING SERVICE,56191002,PACKAGING & LABELING SERVICES,,,,,,,,,,,58402,5,685,9,,,,,415444139,,,,,,,,,9,009100,3,039.956550,-075.195150,P,37980,2,428,42101,2014
MASJID ALJAMIA OF PHILADELPHIA,4228 WALNUT ST,PHILADELPHIA,PA,19104,5240,101,267,2,B,,839919,CHARITABLE INSTITUTIONS,81331104,HUMAN RIGHTS ORGANIZATIONS,,,,,,,,,,,14702,6,,9,,,,,415444581,,,,,,,,,9,008700,2,039.954621,-075.208377,P,37980,2,428,42101,2014
WELLS FARGO ATM,3000 MARKET ST,PHILADELPHIA,PA,19104,5300,101,215,2,,,602103,AUTOMATED TELLER MACHINES,52211001,COMMERCIAL BANKING,,,,,,,,,,,,,,9,,,,,415483852,,,,,,,,,9,008900,1,039.954767,-075.183436,0,37980,2,428,42101,2014
WELLS FARGO ATM,4000 CHESTNUT ST,PHILADELPHIA,PA,19104,3020,101,215,2,,,602103,AUTOMATED TELLER MACHINES,52211001,COMMERCIAL BANKING,,,,,,,,,,,,,,9,,,,,415484090,,,,,,,,,9,008800,6,039.955370,-075.202470,P,37980,2,428,42101,2014
PALESTRA,235 S 33RD ST,PHILADELPHIA,PA,19104,6322,101,215,2,D,E,794104,STADIUMS ARENAS & ATHLETIC FIELDS,71131003,PROMOTERS WITH FACILITIES,,,,,,,,,,,,20,6159,9,,,,,415504411,,,,,,,401368649,,9,008900,1,039.951095,-075.190620,0,37980,2,428,42101,2014
